ICO;DATVZN;DATZAN;ICOP;ICON;HLSKNACE;SKNACE;FORMA;DRVLST;USORG;SNU;KATP;KATP13;SIDKRJ;SIDOKR;SIDOBEC;TYPJ;ESU2010;NAZOV;SNAZOV;PRIEZ;MENO;TITPRED;TITZA;SIDUL;SIDSUPCISLO;SIDORCISLO;SIDPSC;SIDPOSTA
35828226;01.01.2002;31.12.2004;;;;"46900; 85329; 55100; 56109; 46180; 68200; 62020; 74200; 71200; 52240; 52210; 69200; 35300";121;4;29;101;0;999;SK010;SK0102;SK0102529320;1100;;Železničná spoločnosť, a.s.;Železničná spoločnosť, a.s.;Kužma;Pavol;1;;Drieňova;;24;82009;Bratislava 29
35541059;01.01.2002;31.08.2003;;;;;321;4;68;610;0;999;SK042;SK0421;SK0421543373;1110;;Špeciálna základná škola;Špeciálna základná škola;Gallo;Július;16;;Školská;;684;05333;Nálepkovo
36211222;01.01.2002;31.12.2500;"00152170; 36573973";;70100;"35300; 71200";121;4;99;101;24;110;SK042;SK0422;SK0422598186;1100;11001;Východoslovenská energetika Holding a.s.;Východoslovenská energetika Holding a.s.;Kraus;Karl;;;Mlynská;;31;04291;Košice 1
36052248;01.01.2002;31.12.2500;00152161;;35300;"33140; 47990; 43990; 49410; 55200; 25620; 35110; 43210; 43320; 46900; 71200; 43220; 77320";121;4;57;101;21;90;SK032;SK032B;SK032B518158;1100;11001;Zvolenská teplárenská, a.s.;Zvolenská teplárenská, a.s.;Pobiecký;Jozef;1;;Lučenecká cesta;;25;96150;Zvolen 1
37860381;01.01.2002;30.09.2013;;;84130;;321;4;31;610;0;999;SK023;SK0233;SK0233500011;1110;;Správa katastra Nitra;Správa katastra Nitra;Koiš;Miroslav;1;;Štefánikova tr.;;69;94901;Nitra 1
37862154;15.11.2001;20.03.2002;;;;;321;4;64;610;0;999;SK023;SK0233;SK0233500011;1110;;Fakulta sociálnych vied Univerzity Konštantína Filozofa v Nitre;Fakulta sociálnych vied Univerzity KF;Sollárová;Eva;8;51;Tr.A.Hlinku;;1;94901;Nitra 1
35829141;21.01.2002;31.12.2500;31380751;;35120;"74900; 85590; 55200; 43220; 68200; 91010";121;4;26;101;25;140;SK010;SK0102;SK0102529320;1100;11001;Slovenská elektrizačná prenosová sústava, a.s.;Slov. elektrizačná prenosová sústava, a.s.;Obert;Miroslav;1;;Mlynské nivy;;59/A;82484;Bratislava 26
30790522;01.02.2002;31.12.2003;;;84120;;321;4;20;610;0;999;SK010;SK0104;SK0104529397;1110;;Národný inštitút športu;Národný inštitút športu;;;;;Karloveská;;64;84258;Bratislava 4
36211541;21.01.2002;31.12.2500;31380751;;35300;"38320; 71200; 68200";121;4;99;101;24;110;SK042;SK0425;SK0425599824;1100;11001;Tepláreň Košice, a. s. v skratke TEKO, a. s.;Tepláreň Košice, a. s. v skratke TEKO, a. s.;Koch;Ladislav;1;;Teplárenská;;3;04292;Košice 1
36127647;01.04.2002;01.01.2013;;;84250;;321;4;12;610;0;999;SK022;SK0229;SK0229505820;1110;;Krajské riaditeľstvo Hasičského a záchranného zboru v Trenčíne;Krajské riaditeľstvo Hasič.a záchran.zboru;Šenitko;Igor;1;;Štefánikova;;20;91149;Trenčín 1
36063975;01.10.2001;01.06.2006;;;84110;;321;4;39;610;0;999;SK010;SK0102;SK0102529320;1110;;Úrad pre štátnu službu;Úrad pre štátnu službu;;;;;Dr. V. Clementisa;;10;82653;Bratislava 2
37830058;01.04.2002;31.12.2012;;;84250;;321;4;12;610;0;999;SK032;SK0321;SK0321508438;1110;;Krajské riaditeľstvo Hasičského a záchranného zboru v Banskej Bystrici;Krajské riaditeľstvo Hasič.a záchran.zboru;Belo-Caban;Milan;1;;Komenského;;27;97401;Banská Bystrica 1
37809369;01.04.2002;31.12.2012;;;84250;;321;4;12;610;0;999;SK031;SK031B;SK031B517402;1110;;Krajské riaditeľstvo Hasičského a záchranného zboru v Žiline;Krajské riaditeľstvo Hasič.a záchran.zboru;Kapusniak;Jaroslav;1;;Námestie Požiarnikov;;1;01001;Žilina 1
37864602;01.04.2002;31.12.2005;;;;;321;4;20;610;0;999;SK023;SK0232;SK0232502031;1110;;Pedagogicko-psychologická poradňa Levice, Mierova ul. 1;Pedagogicko-psychologická poradňa Levice;Danová;Lívia;8;;Mierová;;1;93401;Levice 1
37837681;01.04.2002;31.12.2012;;;84250;;321;4;12;610;0;999;SK021;SK0217;SK0217506745;1110;;Krajské riaditeľstvo Hasičského a záchranného zboru;Krajské riaditeľstvo Hasič.a záchran.zboru;Hurbanis;Ondrej;1;;Vajanského;;22;91777;Trnava 1
37810570;01.04.2002;31.12.2500;;;85600;;321;4;20;610;5;999;SK031;SK0315;SK0315510262;1110;13110;Centrum špeciálno-pedagogického poradenstva;Centrum špeciálno-pedagogického poradenstva;Ábelová;Zuzana;17;;Čs.brigády;;2;03101;Liptovský Mikuláš 1
35542306;01.04.2002;30.06.2003;;;;;321;4;68;610;0;999;SK042;SK0427;SK0427523291;1110;;Základná škola Vysoká nad Uhom 314;Základná škola Vysoká nad Uhom 314;Gröningerová;Alena;16;;Vysoká nad Uhom;;314;07214;Pavlovce nad Uhom
37872061;01.04.2002;31.12.2012;;;84250;;321;4;12;610;0;999;SK041;SK0417;SK0417524140;1110;;Krajské riaditeľstvo  Hasičského a záchranného zboru v Prešove;Krajské riaditeľstvo Hasič.a záchran.zboru;Kanaš;Miroslav;1;;Požiarnická;;1;08001;Prešov 1
31810390;01.04.2002;01.07.2002;;;;;321;4;61;610;0;999;SK010;SK0103;SK0103529346;1110;;Materská škola;Materská škola;;;;;Na Revíne;;14;83101;Bratislava 37
31810411;01.04.2002;01.07.2002;;;;;321;4;61;610;0;999;SK010;SK0103;SK0103529346;1110;;Materská škola;Materská škola;;;;;Teplická;;5;83102;Bratislava 3
31810438;01.04.2002;01.07.2002;;;;;321;4;61;610;0;999;SK010;SK0103;SK0103529346;1110;;Materská škola;Materská škola;;;;;Legerského;;18;83102;Bratislava 3
36064009;01.04.2002;01.07.2002;;;;;321;4;61;610;0;999;SK010;SK0103;SK0103529346;1110;;Materská škola;Materská škola;;;;;Jeséniova;;61;83101;Bratislava 37
36063860;01.04.2002;31.12.2012;30798701;;84250;;321;4;12;610;0;999;SK010;SK0101;SK0101528595;1110;;Krajské riaditeľstvo Hasičského a záchranného zboru v Bratislave;Krajské riaditeľstvo Hasič.a záchran.zboru;Mikulášek;Pavol;1;;Staromestská;;6;81471;Bratislava 1
37831402;01.04.2002;31.12.2500;;;85600;;321;4;20;610;6;999;SK032;SK032D;SK032D516589;1110;13110;Centrum pedagogicko - psychologického poradenstva a prevencie;Centrum pedagogicko - psychologického porade;Hlaváčová;Eva;8;;Nám. Matice slovenskej;;8;96501;Žiar nad Hronom 1
35542543;01.04.2002;31.12.2012;;;84250;;321;4;12;610;0;999;SK042;SK0422;SK0422598151;1110;;Krajské riaditeľstvo Hasičského a záchranného zboru v Košiciach;Krajske riaditeľstvo Hasič.a záchran.zboru;Fedorčák;plk. Ing. Jozef;;;Komenského;;52;04001;Košice 1
36064041;27.03.2002;31.12.2500;;;84110;;321;4;99;610;11;999;SK010;SK0101;SK0101528595;1110;13110;Kancelária verejného ochrancu práv;Kancelária verejného ochrancu práv;Török;Marián;8;53;Grösslingová;;35;81109;Bratislava 1
31816142;01.05.2002;31.12.2500;;;85600;;321;4;20;610;6;999;SK010;SK0101;SK0101528595;1110;13110;Centrum pedagogicko-psychologického poradenstva a prevencie;Centrum pedag.-psychol. porad. a prevencie;Vančo;Pavol;8;;Brnianska;;47;81104;Bratislava 1
36129305;01.01.1998;01.11.2002;;;;93110;321;4;11;610;0;999;SK022;SK0229;SK0229505820;1110;;Armádny športový klub DUKLA Trenčín;Armádny športový klub DUKLA Trenčín;Kramárová;;;;Štefánikova;;16;91101;Trenčín 1
37862961;01.04.2002;31.12.2012;;;84250;;321;4;12;610;0;999;SK023;SK0233;SK0233500011;1110;;Krajské riaditeľstvo Hasičského a záchranného zboru v Nitre;Krajské riaditeľstvo Hasič.a záchran.zboru;Kňažko;Daniel;1;;Dolnočermánska;;64;94911;Nitra 1
37813307;01.07.2002;01.03.2003;;;56290;;321;4;65;610;0;999;SK031;SK0312;SK0312509507;1110;;Školská jedáleň pri  MŠ Turzovka - Vyšný koniec č. 211;ŠJ pri  MŠ Turzovka - Vyšný koniec č. 211;;;;;Vyšný koniec;;211;02354;Turzovka
37888617;01.07.2002;01.09.2009;;;85600;;321;4;20;610;0;999;SK032;SK032B;SK032B518158;1110;;Centrum špeciálno - pedagogického poradenstva;Centrum špeciálno - pedagogického poradenstv;Maňková;Veronika;16;;Buzulucká;;3;96013;Zvolen 1
37888579;01.07.2002;31.12.2500;;151866;85100;;321;4;20;610;6;999;SK032;SK0326;SK0326511218;1110;13110;Špeciálna materská škola;Špeciálna materská škola;Kotmanová;Elena;17;;Štvrť M. R. Štefánika;;12;98401;Lučenec 1
36064220;01.09.2002;31.12.2500;;;84110;;321;4;3;610;11;999;SK010;SK0102;SK0102529320;1110;13110;Úrad na ochranu osobných údajov Slovenskej republiky;Úrad na ochranu osobných údajov SR;Pőtheová;Soňa;;;Hraničná;;12;82007;Bratislava 2
36064807;01.11.2002;31.01.2003;;;84110;;381;4;22;610;0;999;SK010;SK0101;SK0101528595;1110;;Fond náhradného výživného;Fond náhradného výživného;;;;;Špitálska;;4;81643;Bratislava 1
37900145;01.01.2003;31.12.2007;;;84110;;321;4;29;610;0;999;SK031;SK031B;SK031B517402;1110;;Technická ochrana a obnova železníc;Technická ochrana a obnova železníc;Podhora;Ján;1;;1. mája;;32;01117;Žilina 1
37892975;01.01.2003;01.01.2006;00165549;;;;331;4;21;101;0;999;SK032;SK0321;SK0321508438;1100;;Stredoslovenský ústav srdcovo-cievnych chorôb Banská Bystrica;Stredosl. ústav srdcovo-cievnych chorôb;Mečiar;Peter;4;;Nám.Ľ.Svobodu;;1;97401;Banská Bystrica 1
37892983;01.01.2003;30.06.2009;;;85600;;321;4;20;610;0;999;SK032;SK0321;SK0321508438;1110;;Centrum pedagogicko - psychologického poradenstva a prevencie;Centrum pedag.-psych.porad.a  prevencie;Schranzová;Daniela;8;;Štefánikovo nábrežie;;2;97401;Banská Bystrica 1
37892673;01.01.2003;31.08.2004;;;;;321;4;20;610;0;999;SK032;SK032C;SK032C517381;1110;;Centrum výchovnej a psychologickej prevencie Žarnovica, Dolná 6;Centrum výchovnej a psychologickej prevencie;Gubán;Boris;16;;Dolná;;6;96681;Žarnovica
37892690;01.01.2003;31.12.2500;;;85600;;321;4;20;610;5;999;SK032;SK0322;SK0322516643;1110;13110;Centrum pedagogicko - psychologického poradenstva a prevencie;Centrum pedag. - psych.porad.;Moravčíková;Mária;17;;Dolná;2;A;96901;Banská Štiavnica 1
37880233;01.01.2003;31.12.2500;;;88990;;321;4;20;610;6;999;SK041;SK0411;SK0411519006;1110;13110;Centrum pedagogicko-psychologického poradenstva a prevencie;Centrum PPPaP Bardejov;Balonová;Eva;8;;Štefánikova;;8;08501;Bardejov 1
37893114;01.01.2003;01.01.2012;;;90030;;321;4;11;610;0;999;SK032;SK032B;SK032B518158;1110;;Vojenský folklórny súbor Jánošík - Reprezentačné teleso MOSR;Vojenský folklórny súbor Jánošík;Ľalík;Imrich;;;Kasárne SNP;;;96001;Zvolen 1
37880021;01.01.2003;31.12.2500;;;88990;;321;4;20;610;6;999;SK041;SK0416;SK0416523381;1110;13110;Centrum pedagogicko-psychologického poradenstva a prevencie, J. Curie 3760/2, Poprad;Centrum pedagogicko-psychologic. poradenstva;Pitoňáková;Zuzana;16;;J. Curie;3760;2;05801;Poprad 1
31813861;01.01.2003;31.12.2500;"00607401; 00165531; 30801362; 30812950; 00607240; 00607398; 00165352";165565;86100;;331;4;21;101;35;120;SK010;SK0102;SK0102529320;1110;13110;Univerzitná nemocnica Bratislava;Univerzitná nemocnica Bratislava;Bdžoch;Miroslav;4;53;Pažítková;;4;82102;Bratislava 2
36065340;01.01.2003;31.12.2500;;151742;84110;;321;4;15;610;12;999;SK010;SK0101;SK0101528595;1110;13110;Štátna pokladnica;Štátna pokladnica;Jurčák;Dušan;6;;Radlinského;;32;81005;Bratislava 15
35550040;01.01.2003;01.01.2006;;;;;331;4;21;101;0;999;SK042;SK0423;SK0423598224;1100;;Východoslovenský ústav srdcových chorôb Košice;Východoslovenský ústav srdcových chorôb;Studenčan;Martin;4;53;Trieda SNP;;1;04011;Košice 11
37880292;01.01.2003;31.12.2500;;;88990;;321;4;20;610;6;999;SK041;SK0413;SK0413523585;1110;13110;Centrum pedagogicko-psychologického poradenstva a prevencie, Mučeníkov 4, Kežmarok;Centr.pedag.-psychologického poradenstva;Vlčková;Iveta;8;;Mučeníkov;;4;06001;Kežmarok 1
31908926;27.12.2002;31.12.2500;;626031;91030;94999;120;4;99;610;0;999;SK032;SK0329;SK0329515671;1110;13110;HEJRUP, n.o. v likvidácii;HEJRUP, n.o. v likvidácii;Trnavská;Gabriela;;;"Drieňok"" SEV SAŽP";;;98023;Teplý Vrch
31908969;01.01.2003;31.12.2500;00610453;165565;86100;;120;4;99;101;25;80;SK032;SK0323;SK0323508497;1110;13110;Nemocnica s poliklinikou Brezno, n.o.;Nemocnica s poliklinikou Brezno, n.o.;Mačejovský;Jaroslav;1;;Banisko;273;1;97701;Brezno 1
31908951;01.01.2003;31.12.2500;17336066;165565;86100;;120;4;99;101;0;999;SK032;SK032C;SK032C517097;1110;13110;Nemocnica s poliklinikou Nová Baňa, n.o. v likvidácii;Nemocnica s poliklinikou Nová Baňa, n.o.;Minár;Jozef;16;;Cintorínska;107;20;96801;Nová Baňa
31908977;01.01.2003;31.12.2500;"17335507; 42000327";165565;86100;47730;120;4;99;101;24;70;SK032;SK032A;SK032A515850;1110;13110;Všeobecná nemocnica s poliklinikou, n.o.;Všeobecná nemocnica s poliklinikou, n.o.;Bartošík;Pavel;1;;Nemocničná;756;1;99001;Veľký Krtíš
36084221;01.01.2003;31.12.2500;;165565;86100;"47730; 86909; 86220";120;4;21;101;24;80;SK021;SK0214;SK0214507440;1110;13110;Nemocnica Alexandra Wintera n.o.;Nemocnica Alexandra Wintera n.o.;Mamrilla;Róbert;1;;Winterova ul.;;66;92163;Piešťany 1
37879693;01.01.2003;31.12.2500;;151866;84250;86220;321;4;12;610;22;999;SK041;SK0416;SK0416560103;1110;13110;Horská záchranná služba;Horská záchranná služba;Janiga;Jozef;1;;Horný Smokovec;;52;06201;Starý Smokovec
36065641;22.11.2002;31.12.2500;;;66110;;381;4;99;610;4;999;SK010;SK0101;SK0101528595;1110;13110;Garančný fond investícií;Garančný fond investícií;Végh;Viliam;;;Čajakova;;18;81105;Bratislava 1
37893823;01.02.2003;31.08.2005;;;;;321;4;20;610;0;999;SK032;SK0323;SK0323508497;1110;;Centrum výchovnej a psychologickej prevencie;Centrum výchovnej a psychologickej prevencie;Kollárova;Dana;16;;Nábr. Dukelských hrdinov;;8;97701;Brezno 1
30792053;01.02.2003;31.12.2500;;151742;66120;;321;4;15;610;6;999;SK010;SK0101;SK0101528595;1110;13110;Agentúra pre riadenie dlhu a likvidity;Agentúra pre riadenie dlhu a likvidity;Bytčánek;Daniel;1;;Radlinského;;32;81319;Bratislava 1
37901273;01.02.2003;31.12.2500;;151866;88990;;321;4;20;610;6;999;SK031;SK0314;SK0314509256;1110;13110;Centrum pedagogicko - psychologického poradenstva a prevencie;Centrum pedagogicko - psychologického porade;Žabková;Alena;16;;Komenského;;2740;02401;Kysucké Nové Mesto 1
31256520;18.12.2002;05.03.2012;17335400;;86100;;119;4;21;101;0;999;SK042;SK042B;SK042B528447;1100;;Nemocnica s poliklinikou Kráľovský Chlmec n.o.;Nemocnica s poliklinikou Kráľ. Chlmec n.o.;Hencelová;Klára;1;;Nemocničná;;8;07726;Kráľovský Chlmec 1
37901796;01.01.2003;31.12.2500;;;88910;;321;4;20;610;5;999;SK031;SK0318;SK0318510998;1110;13110;Centrum pedagogicko-psychologického poradenstva a prevencie;Centrum pedagogicko-psychologického poradens;Novák;Jozef;16;;I.Houdeka;;2351;03401;Ružomberok 1
37977997;28.09.2002;31.12.2500;;;91010;;382;4;99;610;12;999;SK010;SK0102;SK0102529320;1110;13110;Ústav pamäti národa;Ústav pamäti národa;Krajňák,;ThDr. Ondrej;17;53;Miletičova;;19;82018;Bratislava 218
36411256;01.05.2003;07.09.2006;00156795;;36009;"68200; 56290; 43220; 46900; 45200";121;4;57;101;0;999;SK031;SK031B;SK031B517402;1100;;Severoslovenská vodárenská spoločnosť, a.s.;Severoslovenská vodárenská spoločnosť, a.s.;Jeleník;Pavol;1;;Bôrická cesta;;107;01023;Žilina 1
36570460;01.05.2003;31.12.2500;00156809;;36001;"35300; 68310";121;4;57;101;32;110;SK042;SK0422;SK0422598151;1100;11001;Východoslovenská vodárenská spoločnosť, a.s.;Východoslovenská vodárenská spoločnosť, a.s.;Hreha;Stanislav;1;53;Komenského;;50;04248;Košice 1
36411141;17.04.2003;31.12.2500;36403008;;63110;"46180; 47789; 85590; 46900";112;4;99;101;5;10;SK031;SK031B;SK031B517402;1100;11001;SSE - Metrológia, s.r.o.;SSE - Metrológia, s.r.o.;Koščo;Mikuláš;1;;Škultétyho;;76;01001;Žilina 1
36485250;01.05.2003;31.12.2500;00156809;;68200;"43290; 69200; 43220; 49390; 35110; 37000; 46180; 46900; 47190; 71200; 36009";121;4;57;101;11;70;SK041;SK0416;SK0416523381;1100;11001;Podtatranská vodárenská spoločnosť, a.s.;Podtatranská vodárenská spoločnosť, a.s.;Pastorek;Vladimír;1;;Hraničná;662;17;05889;Poprad 1
37896628;01.06.2003;01.01.2006;;;;;321;4;22;610;0;999;SK032;SK0326;SK0326511871;1110;;"Detský domov ""Radosť""";"Detský domov ""Radosť""";Jackuliak;Ján;;;Šíd;;196;98601;Fiľakovo
36119385;01.01.2003;31.12.2500;00610429;;86100;"88990; 87300; 86901; 86210; 86220";120;4;99;610;22;10;SK022;SK0222;SK0222513156;1110;13110;Nemocnica s poliklinikou Ilava, n.o.;Nemocnica s poliklinikou Ilava, n.o.;Beďatš;Juraj;1;;Ľ. Štúra;388;3;01901;Ilava
36254711;02.06.2003;31.12.2500;35823551;;82990;"73200; 82110; 68200; 63110";112;4;99;101;0;10;SK010;SK0101;SK0101528595;1100;11001;ZSE Development, s.r.o.;ZSE Development, s.r.o.;Olajoš;Peter;3;;Čulenova;;6;81109;Bratislava 1
35859423;10.06.2003;31.12.2500;35823551;;33140;"46900; 43210; 62020; 28920; 49390; 45200; 71129";112;4;99;101;0;10;SK010;SK0101;SK0101528595;1100;11001;ZSE Energy Solutions, s.r.o.;ZSE Energy Solutions, s.r.o.;Krajcár;Juraj;16;;Čulenova;;6;81109;Bratislava 1
30846919;01.07.2003;31.12.2008;;;86100;;331;4;21;101;0;999;SK010;SK0103;SK0103529346;1100;;Detské kardiocentrum SR Bratislava;Detské kardiocentrum SR Bratislava;Kunovský;Pavol;4;51;Limbová;;1;83351;Bratislava 37
35553901;01.07.2003;20.02.2006;;;;;331;4;21;101;0;999;SK042;SK0425;SK0425599824;1100;;Východoslovenský onkologický ústav Košice;Východoslovenský onkologický ústav Košice;Berč;Alexander;4;51;Rastislavova;;43;04190;Košice 1
35860839;01.07.2003;31.12.2500;;156621;71121;"46190; 52210; 81300; 46900; 63110; 77310";301;4;27;610;12;20;SK010;SK0102;SK0102529311;1110;13110;Hydromeliorácie, štátny podnik;Hydromeliorácie, štátny podnik;Nagyová;Laura;1;;Vrakunská;;29;82563;Bratislava 211
37897713;01.07.2003;31.08.2005;;;;;321;4;20;610;0;999;SK032;SK032B;SK032B518158;1110;;Centrum výchovnej a psychologickej prevencie;Centrum výchovnej a psychologickej prevencie;Gábrišová;Marcela;8;;Kuzmányho nábrežie;;18;96001;Zvolen 1
36553069;01.07.2003;31.12.2500;;;1500;"47190; 46190; 49390; 55200; 56290; 03220; 46770; 68200; 10910; 11020";112;4;99;101;12;50;SK023;SK0233;SK0233500411;1100;11001;Vysokoškolský poľnohospodársky podnik SPU, s.r.o. (skratka VPP SPU, s.r.o.);Vysokoškolský poľnohospodársky podnik SPU, s;Lajda;Ján;1;;Hlavná;;561;95178;Kolíňany
36412767;12.08.2003;31.12.2500;;;42220;"42990; 43120; 33110; 25990; 47789; 46900; 27120";112;4;99;101;11;60;SK031;SK031B;SK031B517402;1100;11001;Elektroenergetické montáže, s.r.o.;Elektroenergetické montáže, s.r.o.;Lippaiová;Ingrid;1;;Pri Rajčianke;2926;10;01001;Žilina 1
30847451;01.09.2003;31.12.2500;"00166391; 30810361; 30843758";681156;72200;;331;4;22;610;11;999;SK010;SK0101;SK0101528595;1110;13110;Inštitút pre výskum práce a rodiny;Inštitút pre výskum práce a rodiny;Repková;doc.PhDr. Kveto;;51;Župné nám.;;5-6;81241;Bratislava 1
30847532;01.09.2003;31.05.2004;;;;;331;4;21;101;0;999;SK010;SK0102;SK0102529320;1100;;Špecializovaná nemocnica pre ortopedickú protetiku Bratislava;Špec. nemocnica pre ortopedickú protetiku;Koreň;Ján;4;;Záhradnícka;;40;82108;Bratislava 2
36573027;08.09.2003;31.12.2500;;;46190;68310;112;4;99;101;2;10;SK042;SK0422;SK0422598186;1100;11001;STABILITA Servis, s.r.o.;STABILITA Servis, s.r.o.;Zvodárová;Mária;1;;Bačíkova;;5;04148;Košice 1
37884450;01.07.2003;31.12.2500;;;88910;;321;4;20;610;6;999;SK041;SK041A;SK041A526665;1110;13110;Centrum pedagogicko-psychologického poradenstva a prevencie;Centrum pedagog.-psych. por. a prev.;Sloboda;Peter;;;Námestie generála Štefánika;;6;06401;Stará Ľubovňa
35859881;18.06.2003;08.07.2006;;;;46190;121;4;21;610;0;999;SK010;SK0103;SK0103529346;1100;;VERITEĽ, a.s. v likvidácii;VERITEĽ, a.s. v likvidácii;Bock;Sylvia;1;;Štefanovičova;;5;81104;Bratislava 1
30794021;01.11.2003;31.12.2500;;;84110;;321;4;28;610;11;999;SK010;SK0101;SK0101528595;1110;13110;Slovenská stavebná inšpekcia;Slovenská stavebná inšpekcia;Holý;Peter;2;;Lamačská cesta;;8;81104;Bratislava 1
30847940;01.11.2003;31.12.2500;;;85600;88910;321;4;20;610;11;999;SK010;SK0103;SK0103529354;1110;13110;Centrum pedagogicko-psychologického poradenstva a prevencie, Vajnorská 98/D, Bratislava;Centrum pedagog.-psychologického poradenstva;Tarabová;Anna;8;;Vajnorská;;98/D;83104;Bratislava 3
37949055;01.12.2003;31.12.2500;;;85600;;321;4;20;610;5;999;SK032;SK0324;SK0324518263;1110;13110;Centrum pedagogicko - psychologického poradenstva a prevencie;Centrum pedagogicko - psychologického porad.;Gajdošechová;Daniela;8;;Krpeľná;;35;96212;Detva
37948890;01.12.2003;31.12.2500;;;85600;;321;4;20;610;6;999;SK032;SK0329;SK0329514462;1110;13110;Centrum pedagogicko - psychologického poradenstva a prevencie;Centrum pedagogicko - psychologického porad.;Hudecová;Mária;16;;Hviezdoslavova;441;10;97901;Rimavská Sobota 1
37948873;01.12.2003;31.12.2500;37950525;;85600;;321;4;20;610;7;999;SK032;SK032B;SK032B518158;1110;13110;Centrum pedagogicko - psychologického poradenstva a prevencie;Centrum pedagogicko - psychologického porad.;Stančíková;Jarmila;8;;Dukelských hrdinov;1211;44;96001;Zvolen 1
37948881;01.12.2003;30.09.2009;;;85600;;321;4;20;610;0;999;SK032;SK0327;SK0327511765;1110;;Centrum pedagogicko - psychologického poradenstva a prevencie;Centrum pedagogicko - psychologického porade;Balajová;Elena;;;Železničná;;5;98701;Poltár
30794323;01.12.2003;31.12.2500;"31797873; 30804159";;84130;;321;4;27;610;25;999;SK010;SK0102;SK0102529320;1110;13110;Pôdohospodárska platobná agentúra;Pôdohospodárska platobná agentúra;Kožuch;Juraj;1;;Hraničná;4826;12;81526;Bratislava 1
36574538;24.11.2003;31.12.2500;;;27120;"47190; 46900; 35110";112;4;99;101;0;10;SK042;SK0422;SK0422598186;1100;11001;VSE Ekoenergia, s.r.o.;VSE Ekoenergia, s.r.o.;Nováček;Erich;1;;Mlynská;;31;04291;Košice 1
30794536;20.11.2003;31.12.2500;"37916297; 37937774; 30794552; 30853788; 30794587; 37937707; 37905481; 37937740; 37937766; 37916459; 37905490; 37937791; 37961217; 37961225; 37961195; 37961209; 37916289; 37916301; 37961187; 37938606; 37937693; 37905473; 37916394; 35556706; 31780881; 37905511; 37905538; 37949578; 37905465; 37949586; 35556757; 35556811; 35556919; 35557010; 37847635; 37905546; 37949608; 37949616; 37937758; 37949624; 00608106; 37949799; 37847708; 37847724; 37847554; 37847562; 37949594; 37949560";681156;84130;;321;4;22;610;35;999;SK010;SK0101;SK0101528595;1110;13110;Ústredie práce, sociálnych vecí a rodiny;Ústredie práce, sociálnych vecí a rodiny;Valentovič;Marián;1;;Špitálska;;8;81267;Bratislava 1
35556871;16.12.2003;31.12.2500;;30794536;87900;;321;4;22;610;21;999;SK042;SK0427;SK0427543853;1110;13110;"Detský domov ""Lienka"" Veľké Kapušany";"Detský domov ""Lienka"" Veľké Kapušany";Fetyková;Mária;16;;Dózsu;;32;07901;Veľké Kapušany
37949853;15.12.2003;31.12.2500;;;85600;;321;4;20;610;5;999;SK032;SK032A;SK032A515850;1110;13110;Centrum pedagogicko - psychologického poradenstva a prevencie;Centrum pedag-psych.poraden.a prev.;Drgoňová;Erika;8;;Červenej armády;;27;99001;Veľký Krtíš
37949926;01.12.2003;31.12.2500;35981474;;87900;;321;4;22;610;12;999;SK032;SK032B;SK032B518875;1110;13110;"Detský domov ""Ratolesť"" Tŕnie";"Detský domov ""Ratolesť"" Tŕnie";Štubniaková;Katarína;;;Tŕnie;;90;96234;Tŕnie
37905511;01.01.2004;31.12.2014;;;84130;;321;4;22;610;0;999;SK031;SK0313;SK0313509540;1110;13110;Úrad práce, sociálnych vecí a rodiny Dolný Kubín;Úrad práce, sociálnych vecí a rodiny DK;Janotová;Margita;1;;Námestie slobody;;1;02601;Dolný Kubín 1
37905538;01.01.2004;31.12.2014;;;84130;;321;4;22;610;0;999;SK031;SK0315;SK0315510262;1110;13110;Úrad práce, sociálnych vecí a rodiny Liptovský Mikuláš;Úrad práce, sociálnych vecí a rodiny LM;Chromisteková;Janka;8;;M. M. Hodžu;1784;30;03180;Liptovský Mikuláš 1
